"L&G Future Wld Sust Eurp Eq Foc IAcc","GB00B7J5FY33","Europe Excluding UK","14322.561930","264.676000","Large Growth","Large Growth","Large Growth","Mid Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","","Large Growth","Large Growth","101.252605","127.565805","95.450531","119.688091","101.970126","162.329930","","",""
"CFP Castlefield Sustainable Eurp G Inc","GB00BF4VR355","Europe Excluding UK","9574.874650","222.190000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","Mid Growth","Mid Growth","100.977043","102.317832","93.468645","107.661608","84.426058","122.352505","","",""
"iShares Continen Eurp Eq Idx (UK) D Acc","GB00B83MH186","Europe Excluding UK","41515.586090","153.570000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","100.942881","97.005023","100.415331","99.237702","104.000247","96.955733","","",""
"Schroder European Z GBP Acc","GB00B76V8C37","Europe Excluding UK","12378.763810","133.334000","Large Blend","Mid Blend","Mid Value","Mid Value","Mid Value","Mid Blend","Large Value","Mid Blend","Large Blend","Mid Blend","Mid Blend","Mid Blend","100.893522","110.960991","96.638582","103.912424","101.569398","107.552824","","",""
"Liontrust Sust Fut Eurp Gr 2 Net Acc","GB0030029390","Europe Excluding UK","11122.921640","230.506000","Large Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","100.596779","113.721330","99.012341","131.216414","94.788387","174.507586","","",""
"abrdn European Equity Enhanced IdxBAcc","GB00BRJL7X45","Europe Excluding UK","45853.290110","137.714000","Large Blend","Large Blend","Large Blend","Large Value","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","100.555427","100.217320","99.259134","101.058470","101.957048","101.894298","","",""
"Royal London European Growth","GB0009537407","Europe Excluding UK","56041.370070","158.360000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","100.452667","91.505698","99.875533","97.456749","104.911975","94.784781","","",""
"Fidelity Index Europe ex UK P Acc","GB00BHZK8B07","Europe Excluding UK","47617.225090","151.316000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","100.259135","95.689259","99.314197","98.126038","104.215829","96.790390","","",""
"HSBC European Index Accumulation C","GB00B80QGH28","Europe Excluding UK","43262.573980","152.323000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","100.214881","95.597941","99.168075","97.893971","103.113045","97.887312","","",""
"Russell Inv Continental Eurp Eq I","IE0031277357","Europe Excluding UK","28843.703170","145.232000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","Large Blend","","Large Blend","100.138087","98.656001","100.485776","93.026791","87.701461","81.740306","","",""
"Montanaro European Income £ Inc","IE00B3Q8KY24","Europe Excluding UK","2599.233490","216.296000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","100.110842","103.339341","100.797696","115.705161","85.735567","122.569563","","",""
"Royal London Europe ex UK Eq Tilt Z Acc","GB00B8HF4Y56","Europe Excluding UK","41143.398160","155.221000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","99.737683","96.719470","98.913986","98.644927","102.047893","98.553446","","",""
"Lazard European Alpha C Acc","GB00B7WP6581","Europe Excluding UK","36071.494630","161.805000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","Large Blend","Large Blend","99.711735","102.690767","97.644539","100.268490","101.769826","91.560748","","",""
"Invesco European Focus (UK) Z Acc","GB00B8N44N55","Europe Excluding UK","33566.510230","91.895000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","99.655690","92.196455","117.127129","85.928940","118.822385","89.598867","","",""
"L&G European Index I Acc","GB00B0CNGR59","Europe Excluding UK","41206.626990","153.150000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","Large Blend","Large Blend","99.309158","96.074612","98.573877","97.575269","102.384872","94.308178","","",""
"HL Multi-Manager European A Acc","GB00BSD99K23","Europe Excluding UK","25625.358730","163.335000","Large Growth","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","Large Blend","Large Blend","99.201166","99.016399","96.067546","107.599389","87.989207","90.369659","","",""
"Janus Henderson European Sel Opps I Acc","GB0032473653","Europe Excluding UK","46537.830360","146.946000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","99.125393","89.087591","98.798188","89.233910","103.427304","85.578139","","",""
"Vanguard €z Stk Idx € Acc","IE0008248803","Europe Excluding UK","49497.920020","137.926000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","99.045273","100.987729","99.298119","101.290313","100.107027","93.824535","","",""
"T. Rowe Price Cont Eurp Eq CAccGBP","GB00BD3RT239","Europe Excluding UK","19712.252680","228.439000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Blend","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","98.765062","91.377252","97.139722","100.908737","98.784043","108.766351","","",""
"abrdn Europe (ex-UK) Sus Eq X Acc GBP","LU0837975415","Europe Excluding UK","44050.658260","274.097000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","98.663644","91.628169","89.873819","105.237053","94.646713","126.425701","","",""
"Fidelity Sust European Equity W Acc","GB00B8287518","Europe Excluding UK","45216.175930","229.711000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","98.585161","111.601830","98.302215","113.828834","111.812663","121.250351","","",""
"TM CRUX European I GBP Acc","GB00BYQJX435","Europe Excluding UK","33339.160990","206.038000","Large Growth","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","","98.463703","106.040707","100.285869","109.566201","101.175044","104.491137","","",""
"Lazard European Equity C Acc GBP","IE00B90M4T57","Europe Excluding UK","40800.361560","169.744000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","98.412641","101.668366","97.289153","102.555866","102.895595","99.359775","","",""
"Waverton European Capital Gr F GBP H Inc","IE00BF5KTK28","Europe Excluding UK","23162.619630","170.401000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","98.408904","86.373702","99.972988","87.139974","111.898276","91.262608","","",""
"abrdn Europe ex UK Equity I Acc","GB00B0LG6P37","Europe Excluding UK","37983.894050","274.774000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","98.341442","91.172138","89.237563","105.231256","91.576054","127.739081","","",""
"Man GLG Eurp Alpha Inc Profl Acc CH GBPH","GB00BD9G3L18","Europe Excluding UK","31443.945510","105.622000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Blend","","","","","","","98.320164","102.876166","94.538752","102.620246","101.651385","104.603772","","",""
"Quilter Inv Eurp ex UK Eq Inc U2 GBP Acc","GB00BD4HJ668","Europe Excluding UK","16181.458270","16.186000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","98.294878","106.560768","102.495327","83.804877","107.711698","56.339544","","",""
"Guinness European Equity Income Y £ Inc","IE00BYVHWJ06","Europe Excluding UK","22548.174480","128.546000","Large Blend","Large Blend","Large Blend","Large Blend","","","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","98.271808","95.798927","98.233372","102.906602","87.249638","81.017642","","",""
"abrdn Lothian European Trust","GB0008395948","Europe Excluding UK","60917.635990","182.693000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","98.222586","97.999467","95.919644","93.329588","100.635882","91.157316","","",""
"Artemis European Sustainable Gr I Acc","GB00B6WFCR53","Europe Excluding UK","24345.831450","259.144000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","98.044180","112.176693","97.636426","114.736688","105.482958","108.796031","","",""
"M&G European Index Tracker GBP A Acc","GB0030929300","Europe Excluding UK","47089.165990","152.306000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","97.711579","96.052386","97.638165","98.128705","102.535169","95.701855","","",""
"Schroder European Alpha Plus Z Acc","GB00B7LDKR32","Europe Excluding UK","11440.418560","198.741000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","97.666668","130.586793","101.507832","122.097878","103.445993","123.343140","","",""
"GlobalAccess Eurp ex-UK Alpha Z Acc EUR","IE00B29M3G77","Europe Excluding UK","40643.440840","165.149000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","97.215921","100.034330","98.406377","103.316468","91.332048","101.147014","","",""
"Jupiter European I Acc","GB00B5STJW84","Europe Excluding UK","30968.363040","255.629000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","","97.054283","89.266186","91.413991","102.645246","102.519237","119.631038","","",""
"Europe Ex UK Equities A","GB0002789047","Europe Excluding UK","62757.767760","163.356000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","96.912334","95.912568","98.967733","95.835080","95.019890","81.051013","","",""
"Halifax European C","GB0031810764","Europe Excluding UK","46528.720260","120.914000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Blend","Large Blend","Large Blend","Large Blend","","","","96.839734","100.414103","95.902814","101.296527","97.290246","99.233306","","",""
"EdenTree Responsible & Sust Eurp Eq B","GB0008448333","Europe Excluding UK","13527.727220","55.556000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Mid Value","Large Value","96.726686","91.584574","98.575363","82.765171","99.734710","71.008994","","",""
"Janus Henderson European Gr I Acc","GB0030617699","Europe Excluding UK","24403.222030","183.319000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","96.366022","95.594557","97.995031","89.396727","101.304808","83.110208","","",""
"LF Canlife European C Acc","GB00BKRC1492","Europe Excluding UK","58127.877340","155.196000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","95.664594","97.523421","97.170465","99.427390","101.335003","93.441194","","",""
"MFS Meridian Continen Eurp Eq W1 EUR","LU0944407773","Europe Excluding UK","55871.458200","193.673000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Growth","Large Growth","Large Growth","Large Blend","Large Blend","Large Blend","","95.582912","80.804204","93.914590","88.702375","87.206532","82.286452","","",""
"Vanguard FTSE Dev €pe ex-UK Eq Idx £ Acc","GB00B5B71H80","Europe Excluding UK","42773.613080","152.084000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","95.582341","91.473863","95.368705","94.914327","89.531627","89.796965","","",""
"abrdn Europe ex UK Income Equity P1 Acc","GB00B7LG0W70","Europe Excluding UK","51006.057880","157.086000","Large Blend","","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","95.113550","92.535140","94.549554","89.025175","99.021887","73.258527","","",""
"Stt Strt AUTEurpExUKScrn(exCont&CW)IdxEq","GB00B0FR9V92","Europe Excluding UK","43006.931130","154.409000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","94.917528","90.014335","94.788063","93.143831","88.593185","87.720962","","",""
"Fidelity European W Acc","GB00BFRT3504","Europe Excluding UK","54792.054250","215.915000","Large Growth","Large Blend","Large Blend","Large Blend","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Blend","Large Growth","Large Growth","94.735003","74.198755","91.066513","79.098552","91.735791","64.280673","","",""
"T. Rowe Price Cont Eurp Eq Q GBP","LU0938199691","Europe Excluding UK","29063.508740","229.650000","Large Growth","Large Growth","Large Growth","Large Blend","Large Growth","Large Growth","Large Blend","Large Growth","Large Growth","Large Blend","Large Growth","Large Growth","94.573420","87.585437","93.979615","95.038222","92.156911","104.676025","","",""
"Jupiter European Special Sits I Acc","GB00B60WTT90","Europe Excluding UK","35414.177760","267.407000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","","94.562773","109.997247","96.050640","120.917748","106.177740","136.605303","","",""
"MGTS AFH DA European Equity I GBP Acc","GB00BYXG9Q15","Europe Excluding UK","25020.719740","164.102000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","94.455888","104.065170","97.474592","88.133282","99.284551","73.858260","","",""
"Scottish Widows European Gr A","GB0031610909","Europe Excluding UK","49586.226950","138.564000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","94.456534","97.027427","90.698187","93.043241","86.249292","89.766154","","",""
"Aviva Investors Contnn Eurp Eq 2 GBP Acc","GB0004461322","Europe Excluding UK","49353.070300","192.780000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","94.235533","111.671964","93.709536","104.713952","92.107465","115.636864","","",""
"HSBC GIF Euroland Value AD","LU0165074740","Europe Excluding UK","27797.630100","45.341000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","","93.947949","107.346975","97.411196","99.531839","87.502096","79.313669","","",""
"Invesco European Equity Inc UK Z Acc","GB00B8N44L32","Europe Excluding UK","37586.772500","82.070000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","93.912770","101.714542","98.972503","91.388362","99.085885","84.853821","","",""
"TM CRUX European Special Sit I Inc GBP","GB00BTJRPZ43","Europe Excluding UK","18713.306920","140.820000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","93.091576","104.902373","92.393185","105.925990","90.562216","91.381026","","",""
"HSBC GIF Euroland Value ADHUSD","LU1193295406","Europe Excluding UK","27797.630100","45.341000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","","92.019707","84.758619","88.586180","78.047710","91.349721","62.784899","","",""
"CT Select European Equity 2 Acc","GB00B4Q7SF31","Europe Excluding UK","24016.225390","250.403000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","","91.937973","101.522422","87.672551","103.268465","98.156019","109.364372","","",""
"BNY Mellon Sust Eurp Opports Inst W Acc","GB00B4Q5KM81","Europe Excluding UK","46586.423210","186.993000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","91.473947","86.579798","90.598813","91.741220","85.061205","68.035801","","",""
"BlackRock Continental Eurp Inc A H Acc","GB00BWG06Q53","Europe Excluding UK","40666.366370","149.959000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","91.454289","83.054887","93.817753","101.708567","97.021540","108.016884","","",""
"AB Eurozone Eq I EUR","LU0528103707","Europe Excluding UK","27443.453090","91.445000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","91.345989","102.564384","92.540135","103.584811","81.009323","80.514103","","",""
"Schroder European Sust Eq Z Acc","GB00B6S00Y77","Europe Excluding UK","23564.341460","159.085000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","90.736142","129.978584","92.033007","119.497960","91.401100","95.131564","","",""
"JOHCM Continental European A USD Hdg Inc","IE00BJ4G0G26","Europe Excluding UK","49976.772920","164.848000","Large Blend","Large Blend","Large Value","Large Value","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","90.619552","69.973694","90.677954","71.624990","92.711997","61.517083","","",""
"Waverton European Capital Gr R GBP Inc","IE00BF5KTF74","Europe Excluding UK","23162.619630","170.401000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","90.600952","82.081668","92.831562","78.522175","100.954979","66.388079","","",""
"Man GLG Eurp Alpha Inc Profl Acc C","GB00BD9G3K01","Europe Excluding UK","31443.945510","105.622000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Blend","","","","","","","90.306522","95.747709","88.657392","90.197205","88.749024","67.914925","","",""
"GAM Star Continental Eurp Eq Instl H$Acc","IE00BYV2NQ96","Europe Excluding UK","48084.171810","192.752000","Large Growth","Large Growth","Large Growth","Large Blend","Large Blend","Large Blend","Large Growth","Large Growth","Large Blend","Large Blend","Large Blend","Large Blend","89.325739","66.716849","84.354877","62.849979","80.523304","62.034040","","",""
"GlobalAccess Eurp ex-UK Alpha A Acc USDH","IE00B5M9DN37","Europe Excluding UK","40643.440840","165.149000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","88.075983","69.608935","84.295797","72.612622","81.540370","65.838502","","",""
"BlackRock Continental Eurp Inc D Acc","GB00B3S9LG25","Europe Excluding UK","40666.366370","149.959000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","86.943031","76.425074","90.036127","89.707681","87.082176","70.533851","","",""
"Waverton European Dividend Gr L GBP Inc","IE00BF5KV402","Europe Excluding UK","15125.107830","112.321000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","86.631051","78.352854","89.371164","73.942162","95.171937","36.827742","","",""
"CT European Select Ins Acc USD H","GB00BT6SPZ01","Europe Excluding UK","46058.176770","241.941000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","84.121641","60.197874","81.832316","72.276646","101.932840","80.621934","","",""
"Polar Cptl Eurp Ex UK Inc I GBP Hdg Acc","IE00BWX5D519","Europe Excluding UK","35865.783950","84.039000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","","83.463185","74.606455","82.327292","78.750656","73.591171","49.658586","","",""
"T. Rowe Price Cont Eurp Eq Qh USD","LU1225514311","Europe Excluding UK","29063.508740","229.650000","Large Growth","Large Growth","Large Growth","Large Blend","Large Growth","Large Growth","Large Blend","Large Growth","Large Growth","Large Blend","Large Growth","Large Growth","81.811419","59.557135","75.698396","63.334661","79.181213","65.380161","","",""
"VT Argonaut European Income Opp R Acc","GB00BDSFHH38","Europe Excluding UK","6035.960890","106.823000","","","","","","","","","","","","","78.380133","73.742559","79.059822","62.333409","92.866974","56.255194","","",""
"Polar Cptl Eurp Ex UK Inc I GBP Acc","IE00BWX5D394","Europe Excluding UK","35865.783950","84.039000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","","71.607474","65.305353","72.674995","63.864171","58.573523","11.434796","","",""
"VT Argonaut European Alpha I GBP H Acc","GB00BVYPB156","Europe Excluding UK","14060.234950","127.379000","","","","","","","","","","","","","64.870535","84.245052","60.025875","80.829716","75.962762","97.895755","","",""
"VT Argonaut European Alpha R GBP Acc","GB00B7MW8T72","Europe Excluding UK","14060.234950","127.379000","","","","","","","","","","","","","60.241685","85.188083","55.980023","77.128913","63.773668","69.369084","","",""
"AB Eurozone Eq I GBP H","LU1877329646","Europe Excluding UK","27443.453090","91.445000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","","","","","103.419675","123.308629","","",""
"abrdn European Equity Tracker B Acc","GB00BGMK1394","Europe Excluding UK","46864.323240","151.180000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","","98.266221","97.069663","102.515379","95.380466","","",""
"CT European Institutional X Grs Acc GBPH","GB00BKTLLW27","Europe Excluding UK","64171.788520","178.405000","Large Blend","Large Blend","Large Blend","Large Blend","Large Growth","Large Growth","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","","114.735868","110.848064","137.973295","149.760166","","",""
"ES AllianceBernst Europe Ex UK I GBP Acc","GB00BJMHLK84","Europe Excluding UK","21688.818660","104.013000","Large Blend","Large Blend","Large Blend","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Blend","","","95.642429","101.044606","95.325864","80.564756","","",""
"ES R&M European B GBP Inc","GB00BMX64P13","Europe Excluding UK","12927.741160","200.001000","Large Blend","Mid Blend","Mid Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Growth","","","","","118.424743","87.263891","","",""
"Fisher Invmt Instll Eurp Eq EUR Acc","IE00BZ4STW90","Europe Excluding UK","65501.331790","200.428000","Large Growth","Large Blend","Large Blend","Large Blend","Large Growth","Large Growth","Large Growth","Large Growth","Large Blend","Large Blend","Large Blend","Large Growth","","","","","90.734695","92.503224","","",""
"FP Carmignac European Leaders A GBP Acc","GB00BJHPHZ49","Europe Excluding UK","35787.950140","267.636000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","","","100.571587","100.141187","101.280254","110.254576","","",""
"HSBC Europe Ex-UK Equity Acc C","GB00BNYFWD82","Europe Excluding UK","57188.387960","239.480000","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","Large Growth","","","","","","","","107.756594","119.838385","","",""
"IFSL Avellemy European Equity A GBP Acc","GB00BNDMD820","Europe Excluding UK","26093.800990","178.362000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","","","","97.949260","89.358136","","",""
"JPM Europe (ex-UK) Rsh Enh Idx Eq E Acc","GB00BKTF1F72","Europe Excluding UK","52698.412180","149.424000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","","100.323118","97.747285","105.863783","92.791302","","",""
"JPM Europe Dynamic (ex-UK)B GBPH Net Acc","GB00BJ4T0B60","Europe Excluding UK","26270.759420","125.153000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","","107.130815","108.650270","107.912739","114.042083","","",""
"L&G Fut Wld ESG Eurp Ex UK Idx I GBP Acc","GB00BL694050","Europe Excluding UK","52602.225100","162.142000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","Large Blend","Large Blend","","","","","101.076734","94.531269","","",""
"LF Lightman European R Acc","GB00BGPFJN79","Europe Excluding UK","16438.496470","52.650000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Mid Value","Large Value","Large Value","","Large Value","","","","108.838582","79.218617","89.700438","37.477811","","",""
"LF Montanaro European Income A GBP Acc","GB00BJRCFY03","Europe Excluding UK","2652.052480","215.260000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","","104.909677","121.282508","91.513458","123.399107","","",""
"Liontrust European Dynamic R Inc Hedged","GB00BMC77783","Europe Excluding UK","24083.720090","98.791000","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","Large Value","","","","","125.013352","125.655094","","",""
"MI Chelverton European Select B Acc","GB00BFNL2P39","Europe Excluding UK","969.384390","201.558000","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Blend","Small Growth","","","118.813125","105.223514","103.430068","99.195716","","",""
"Premier Miton European Eq Inc C GBP Inc","GB00BNKCJD21","Europe Excluding UK","23943.236960","165.705000","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","Large Blend","","Large Blend","Large Blend","","","","","83.168119","90.096987","","",""
"Premier Miton European Sust Ldrs C £ Acc","GB00BNG47Z05","Europe Excluding UK","3471.032480","313.832000","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","Mid Growth","Mid Growth","","","","","89.636203","166.564151","","",""
"River&Mercantile Eur Ch Fr Bt S1 GBP Acc","IE0009RTSY66","Europe Excluding UK","8226.029300","187.313000","","","","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","Mid Blend","","Mid Blend","","","","","","","","",""
"Stewart Inv Eurp ex UK Sstby B GBP Acc","GB00BMDVCC91","Europe Excluding UK","8971.423390","242.565000","","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","","","","88.387997","124.715961","","",""
"SVS Aubrey Europe Ex-UK A EUR Acc","GB00BNDMHG84","Europe Excluding UK","2695.819200","313.783000","","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","Mid Growth","","","","","","","","","",""
