Target Growth Value Score,Target Cap
100,1500
Allianz UK Listed Opports C Acc GBP,Artemis SmartGARP UK Eq Fd I Acc GBP,ASI UK Value Equity P1 Acc,Fidelity Special Situations W Acc,MI Brompton UK Recovery Trust Acc,MI Chelverton UK Equity Growth B Acc,Premier Miton UK GrC Inc,Premier Miton UK Value Opps B Instl Acc,Slater Growth P Acc,Slater Recovery P Acc,TB Saracen UK Alpha B Acc,TM Stonehg Flm Opps B Inc,VT Cape Wrath Focus GBP A Net Acc
10.0%,2.0%,10.0%,1.0%,10.0%,10.0%,4.0%,10.0%,3.0%,10.0%,10.0%,10.0%,10.0%
"
"
Target Growth Value Score,Target Cap
100,4500
Allianz UK Listed Opports C Acc GBP,Artemis SmartGARP UK Eq Fd I Acc GBP,Invesco UK Opports (UK) Z (Acc),MI Brompton UK Recovery Trust Acc,MI Chelverton UK Equity Growth B Acc,Premier Miton UK Value Opps B Instl Acc,Redwheel UK Value R GBP Acc,Slater Growth P Acc,Slater Recovery P Acc,TM Stonehg Flm Opps B Inc,VT Cape Wrath Focus GBP A Net Acc,VT Sorbus Vector A
10.0%,10.0%,5.0%,3.0%,10.0%,10.0%,10.0%,10.0%,10.0%,10.0%,10.0%,2.0%
"
"
Target Growth Value Score,Target Cap
100,7500
Allianz UK Listed Opports C Acc GBP,Artemis SmartGARP UK Eq Fd I Acc GBP,Artemis UK Select I Acc,Invesco UK Opports (UK) Z (Acc),LF IM UK Growth A Inc,MI Chelverton UK Equity Growth B Acc,Redwheel UK Value R GBP Acc,Slater Growth P Acc,Slater Recovery P Acc,TM Stonehg Flm Opps B Inc,VT Cape Wrath Focus GBP A Net Acc,VT Sorbus Vector A
10.0%,10.0%,2.0%,10.0%,4.0%,10.0%,10.0%,10.0%,10.0%,10.0%,10.0%,3.0%
"
"
Target Growth Value Score,Target Cap
150,1500
Allianz UK Listed Opports C Acc GBP,CFP SDL Free Spirit General Acc,IFSL Marlborough Special Sits P Acc,MI Chelverton UK Equity Growth B Acc,Premier Miton UK GrC Inc,Redwheel UK Value R GBP Acc,Slater Growth P Acc,Slater Recovery P Acc,TM Stonehg Flm Opps B Inc,VT Cape Wrath Focus GBP A Net Acc,VT Sorbus Vector A
10.0%,10.0%,7.000000000000001%,10.0%,10.0%,3.0%,10.0%,10.0%,10.0%,10.0%,10.0%
"
"
Target Growth Value Score,Target Cap
150,4500
Allianz UK Listed Opports C Acc GBP,Artemis SmartGARP UK Eq Fd I Acc GBP,CFP SDL Free Spirit General Acc,MI Chelverton UK Equity Growth B Acc,Premier Miton UK GrC Inc,Redwheel UK Value R GBP Acc,Royal London Sustainable Leaders C Acc,Slater Growth P Acc,Slater Recovery P Acc,TM Stonehg Flm Opps B Inc,VT Cape Wrath Focus GBP A Net Acc,VT Sorbus Vector A
10.0%,1.0%,10.0%,10.0%,6.0%,10.0%,8.0%,10.0%,10.0%,10.0%,6.0%,10.0%
"
"
Target Growth Value Score,Target Cap
150,7500
Allianz UK Listed Opports C Acc GBP,Artemis SmartGARP UK Eq Fd I Acc GBP,CFP SDL Free Spirit General Acc,Invesco UK Opports (UK) Z (Acc),MI Chelverton UK Equity Growth B Acc,Premier Miton UK GrC Inc,Redwheel UK Value R GBP Acc,Royal London Sustainable Leaders C Acc,Slater Growth P Acc,Slater Recovery P Acc,TM Stonehg Flm Opps B Inc,VT Sorbus Vector A
10.0%,6.0%,10.0%,10.0%,10.0%,1.0%,10.0%,10.0%,10.0%,10.0%,3.0%,10.0%
"
"
Target Growth Value Score,Target Cap
200,1500
Allianz UK Listed Opports C Acc GBP,ASI UK Mid-Cap Equity I Acc,CFP SDL Free Spirit General Acc,CFP SDL UK Buffettology General Income,IFSL Marlborough Special Sits P Acc,Liontrust Special Situations I Inc,MI Chelverton UK Equity Growth B Acc,Premier Miton UK GrC Inc,Slater Growth P Acc,Slater Recovery P Acc,VT Sorbus Vector A
10.0%,8.0%,10.0%,10.0%,10.0%,2.0%,10.0%,10.0%,10.0%,10.0%,10.0%
"
"
Target Growth Value Score,Target Cap
200,4500
Allianz UK Listed Opports C Acc GBP,CFP SDL Free Spirit General Acc,CFP SDL UK Buffettology General Income,IFSL Marlborough Special Sits P Acc,Liontrust Special Situations I Inc,MI Chelverton UK Equity Growth B Acc,Royal London Sustainable Leaders C Acc,Slater Growth P Acc,Slater Recovery P Acc,VT Castlebay UK Equity A Accumulation,VT Sorbus Vector A
9.0%,10.0%,10.0%,8.0%,10.0%,10.0%,10.0%,10.0%,10.0%,3.0%,10.0%
"
"
Target Growth Value Score,Target Cap
200,7500
Allianz UK Listed Opports C Acc GBP,CFP SDL Free Spirit General Acc,CFP SDL UK Buffettology General Income,LF Lindsell Train UK Equity Acc,Liontrust Special Situations I Inc,MI Chelverton UK Equity Growth B Acc,Royal London Sustainable Leaders C Acc,Slater Growth P Acc,Slater Recovery P Acc,TB Evenlode Income B Inc,VT Castlebay UK Equity A Accumulation,VT Sorbus Vector A
7.000000000000001%,10.0%,2.0%,10.0%,10.0%,10.0%,10.0%,10.0%,10.0%,1.0%,10.0%,10.0%
"
"
Target Growth Value Score,Target Cap
100,1500
Allianz UK Listed Opports C Acc GBP,Artemis SmartGARP UK Eq Fd I Acc GBP,ASI UK Value Equity P1 Acc,Fidelity Special Situations W Acc,MI Brompton UK Recovery Trust Acc,MI Chelverton UK Equity Growth B Acc,Premier Miton UK GrC Inc,Premier Miton UK Value Opps B Instl Acc,Slater Growth P Acc,Slater Recovery P Acc,TB Saracen UK Alpha B Acc,TM Stonehg Flm Opps B Inc,VT Cape Wrath Focus GBP A Net Acc
10.0%,2.0%,10.0%,1.0%,10.0%,10.0%,4.0%,10.0%,3.0%,10.0%,10.0%,10.0%,10.0%
"
"
Target Growth Value Score,Target Cap
100,4500
