"Fund Screening North America","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Currency: Base Currency","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grouped by: IA Sector","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Calculated on: 02/03/2023 15:56:21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Exported on: 09/03/2023 15:56:58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","01/02/2018","","25/02/2018","04/03/2018","11/03/2018","18/03/2018","25/03/2018","01/04/2018","08/04/2018","15/04/2018","22/04/2018","29/04/2018","06/05/2018","13/05/2018","20/05/2018","27/05/2018","03/06/2018","10/06/2018","17/06/2018","24/06/2018","01/07/2018","08/07/2018","15/07/2018","22/07/2018","29/07/2018","05/08/2018","12/08/2018","19/08/2018","26/08/2018","02/09/2018","09/09/2018","16/09/2018","23/09/2018","30/09/2018","07/10/2018","14/10/2018","21/10/2018","28/10/2018","04/11/2018","11/11/2018","18/11/2018","25/11/2018","02/12/2018","09/12/2018","16/12/2018","23/12/2018","30/12/2018","06/01/2019","13/01/2019","20/01/2019","27/01/2019","03/02/2019","10/02/2019","17/02/2019","24/02/2019","03/03/2019","10/03/2019","17/03/2019","24/03/2019","31/03/2019","07/04/2019","14/04/2019","21/04/2019","28/04/2019","05/05/2019","12/05/2019","19/05/2019","26/05/2019","02/06/2019","09/06/2019","16/06/2019","23/06/2019","30/06/2019","07/07/2019","14/07/2019","21/07/2019","28/07/2019","04/08/2019","11/08/2019","18/08/2019","25/08/2019","01/09/2019","08/09/2019","15/09/2019","22/09/2019","29/09/2019","06/10/2019","13/10/2019","20/10/2019","27/10/2019","03/11/2019","10/11/2019","17/11/2019","24/11/2019","01/12/2019","08/12/2019","15/12/2019","22/12/2019","29/12/2019","05/01/2020","12/01/2020","19/01/2020","26/01/2020","02/02/2020","09/02/2020","16/02/2020","23/02/2020","01/03/2020","08/03/2020","15/03/2020","22/03/2020","29/03/2020","05/04/2020","12/04/2020","19/04/2020","26/04/2020","03/05/2020","10/05/2020","17/05/2020","24/05/2020","31/05/2020","07/06/2020","14/06/2020","21/06/2020","28/06/2020","05/07/2020","12/07/2020","19/07/2020","26/07/2020","02/08/2020","09/08/2020","16/08/2020","23/08/2020","30/08/2020","06/09/2020","13/09/2020","20/09/2020","27/09/2020","04/10/2020","11/10/2020","18/10/2020","25/10/2020","01/11/2020","08/11/2020","15/11/2020","22/11/2020","29/11/2020","06/12/2020","13/12/2020","20/12/2020","27/12/2020","03/01/2021","10/01/2021","17/01/2021","24/01/2021","31/01/2021","07/02/2021","14/02/2021","21/02/2021","28/02/2021","07/03/2021","14/03/2021","21/03/2021","28/03/2021","04/04/2021","11/04/2021","18/04/2021","25/04/2021","02/05/2021","09/05/2021","16/05/2021","23/05/2021","30/05/2021","06/06/2021","13/06/2021","20/06/2021","27/06/2021","04/07/2021","11/07/2021","18/07/2021","25/07/2021","01/08/2021","08/08/2021","15/08/2021","22/08/2021","29/08/2021","05/09/2021","12/09/2021","19/09/2021","26/09/2021","03/10/2021","10/10/2021","17/10/2021","24/10/2021","31/10/2021","07/11/2021","14/11/2021","21/11/2021","28/11/2021","05/12/2021","12/12/2021","19/12/2021","26/12/2021","02/01/2022","09/01/2022","16/01/2022","23/01/2022","30/01/2022","06/02/2022","13/02/2022","20/02/2022","27/02/2022","06/03/2022","13/03/2022","20/03/2022","27/03/2022","03/04/2022","10/04/2022","17/04/2022","24/04/2022","01/05/2022","08/05/2022","15/05/2022","22/05/2022","29/05/2022","05/06/2022","12/06/2022","19/06/2022","26/06/2022","03/07/2022","10/07/2022","17/07/2022","24/07/2022","31/07/2022","07/08/2022","14/08/2022","21/08/2022","28/08/2022","04/09/2022","11/09/2022","18/09/2022","25/09/2022","02/10/2022","09/10/2022","16/10/2022","23/10/2022","30/10/2022","06/11/2022","13/11/2022","20/11/2022","27/11/2022"
"","","","","","31/01/2023","","03/03/2018","10/03/2018","17/03/2018","24/03/2018","31/03/2018","07/04/2018","14/04/2018","21/04/2018","28/04/2018","05/05/2018","12/05/2018","19/05/2018","26/05/2018","02/06/2018","09/06/2018","16/06/2018","23/06/2018","30/06/2018","07/07/2018","14/07/2018","21/07/2018","28/07/2018","04/08/2018","11/08/2018","18/08/2018","25/08/2018","01/09/2018","08/09/2018","15/09/2018","22/09/2018","29/09/2018","06/10/2018","13/10/2018","20/10/2018","27/10/2018","03/11/2018","10/11/2018","17/11/2018","24/11/2018","01/12/2018","08/12/2018","15/12/2018","22/12/2018","29/12/2018","05/01/2019","12/01/2019","19/01/2019","26/01/2019","02/02/2019","09/02/2019","16/02/2019","23/02/2019","02/03/2019","09/03/2019","16/03/2019","23/03/2019","30/03/2019","06/04/2019","13/04/2019","20/04/2019","27/04/2019","04/05/2019","11/05/2019","18/05/2019","25/05/2019","01/06/2019","08/06/2019","15/06/2019","22/06/2019","29/06/2019","06/07/2019","13/07/2019","20/07/2019","27/07/2019","03/08/2019","10/08/2019","17/08/2019","24/08/2019","31/08/2019","07/09/2019","14/09/2019","21/09/2019","28/09/2019","05/10/2019","12/10/2019","19/10/2019","26/10/2019","02/11/2019","09/11/2019","16/11/2019","23/11/2019","30/11/2019","07/12/2019","14/12/2019","21/12/2019","28/12/2019","04/01/2020","11/01/2020","18/01/2020","25/01/2020","01/02/2020","08/02/2020","15/02/2020","22/02/2020","29/02/2020","07/03/2020","14/03/2020","21/03/2020","28/03/2020","04/04/2020","11/04/2020","18/04/2020","25/04/2020","02/05/2020","09/05/2020","16/05/2020","23/05/2020","30/05/2020","06/06/2020","13/06/2020","20/06/2020","27/06/2020","04/07/2020","11/07/2020","18/07/2020","25/07/2020","01/08/2020","08/08/2020","15/08/2020","22/08/2020","29/08/2020","05/09/2020","12/09/2020","19/09/2020","26/09/2020","03/10/2020","10/10/2020","17/10/2020","24/10/2020","31/10/2020","07/11/2020","14/11/2020","21/11/2020","28/11/2020","05/12/2020","12/12/2020","19/12/2020","26/12/2020","02/01/2021","09/01/2021","16/01/2021","23/01/2021","30/01/2021","06/02/2021","13/02/2021","20/02/2021","27/02/2021","06/03/2021","13/03/2021","20/03/2021","27/03/2021","03/04/2021","10/04/2021","17/04/2021","24/04/2021","01/05/2021","08/05/2021","15/05/2021","22/05/2021","29/05/2021","05/06/2021","12/06/2021","19/06/2021","26/06/2021","03/07/2021","10/07/2021","17/07/2021","24/07/2021","31/07/2021","07/08/2021","14/08/2021","21/08/2021","28/08/2021","04/09/2021","11/09/2021","18/09/2021","25/09/2021","02/10/2021","09/10/2021","16/10/2021","23/10/2021","30/10/2021","06/11/2021","13/11/2021","20/11/2021","27/11/2021","04/12/2021","11/12/2021","18/12/2021","25/12/2021","01/01/2022","08/01/2022","15/01/2022","22/01/2022","29/01/2022","05/02/2022","12/02/2022","19/02/2022","26/02/2022","05/03/2022","12/03/2022","19/03/2022","26/03/2022","02/04/2022","09/04/2022","16/04/2022","23/04/2022","30/04/2022","07/05/2022","14/05/2022","21/05/2022","28/05/2022","04/06/2022","11/06/2022","18/06/2022","25/06/2022","02/07/2022","09/07/2022","16/07/2022","23/07/2022","30/07/2022","06/08/2022","13/08/2022","20/08/2022","27/08/2022","03/09/2022","10/09/2022","17/09/2022","24/09/2022","01/10/2022","08/10/2022","15/10/2022","22/10/2022","29/10/2022","05/11/2022","12/11/2022","19/11/2022","26/11/2022","03/12/2022"
"Group/Investment","ISIN","IA Sector","Average Market Cap (mil) (Long)","Value-Growth Score (Long)","Up Capture Ratio","Down Capture Ratio","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)","Return
(Cumulative)"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"North America","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB American Growth I GBP H","LU1877329059","North America","138404.618900","267.208000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.528053","1.459854","1.046436","-1.229773","1.965924","-2.956298","0.198675","-1.057502","-1.469606","2.508475","0.925926","-0.065531","-0.131148","-1.575837","0.466978","0.796813","1.119895","0.912052","0.451904","0.514139","1.790281","-0.251256","1.637280","0.123916","0.433168","1.786815","0.484262","-0.301205","2.054381","2.249852","-1.273885","-2.756598","3.679131","2.152414","-1.025057","-9.205984","1.457541","-6.995628","-14.036266","10.390625","-1.840057","10.021629","5.570118","-0.496586","2.245789","2.867602","-0.593120","3.520286","2.363112","1.745495","-3.265080","3.089245","-2.275250","3.975014","2.020754","0.749465","-0.159405","2.075572","1.668405","-0.102564","1.180698","3.094876","-3.001969","-2.587519","-1.197917","0.948867","1.305483","3.917526","0.198413","0.099010","-5.588526","8.433735","-0.724638","-1.021898","2.163225","1.347449","-1.187085","2.546852","0.046860","1.077283","1.019462","-2.889908","2.739726","-3.310345","4.469805","1.866181","-1.876676","-3.369763","-1.696513","2.540748","-0.561010","1.974612","2.120793","3.656885","1.959930","0.512601","0.212495","-0.636132","-1.792574","0.434594","1.774124","0.297619","1.568461","0.125209","2.542726","2.357724","0.794281","-0.315209","3.359684","-1.147228","0.812379","-0.383730","0.462250","1.226994","0.946970","-1.425891","-0.951656","-0.153728","-3.849115","0.520416","1.831939","1.486117","2.080925","3.171008","-0.146359","1.245878","-3.329714","-1.497566","4.218928","-2.589351","2.807937","0.364166","-5.950653","-1.157407","-6.128025","1.039501","1.646091","-3.238866","-1.589958","1.658163","-3.471351","-3.986135","8.619134","-0.041545","0.789692","-2.432990","-3.043111","-3.879686","-2.494331","-2.930233","-1.533301","-3.065693","6.174699","-0.425532","-5.555556","-4.826546","8.135235","-3.663898","4.361055","-1.117590","2.800983","4.206501","1.513761","1.174876","-2.099151","-5.155109","-3.559404","4.588529","-5.913209","-4.815003","-1.703940","2.166847","-3.658537","4.843148","3.044619","-4.992359","7.935657","-0.695479","1.350675","1.431392"
"AB American Growth I USD","LU0079475348","North America","138404.618900","267.208000","107.383639","96.686491","-2.032249","3.564472","-0.291518","-5.941715","1.704602","-1.557725","1.672509","1.447991","0.097097","0.378310","2.367607","-0.509771","0.569314","1.207661","1.631397","1.440103","-0.877114","-1.833607","2.295326","1.980378","0.231605","-1.173125","0.224820","0.107672","-0.098593","1.426521","1.043786","-1.199335","1.134149","0.254074","0.279647","-2.814815","-2.923242","-0.766673","-2.559806","2.951853","1.688782","-1.578611","-3.671426","5.389798","-4.273973","-0.858615","-7.111239","3.708692","1.768055","3.131135","3.055106","0.415589","1.388761","0.507983","3.393502","0.052374","1.064387","-2.417127","3.361642","-0.890106","1.329879","1.934549","0.192292","-0.525701","2.004865","-0.929276","-1.693368","-0.582623","-1.146594","-1.864421","4.202416","0.302470","3.074217","-0.520114","1.454130","1.078992","-1.163069","1.990812","-2.868658","0.195265","-0.998782","-1.451772","2.563462","0.981904","0.000000","-0.120540","-1.536729","0.498447","0.878120","1.192875","0.923935","0.505090","0.549666","1.803983","-0.214790","1.637454","0.136147","0.528741","1.788264","0.509338","-0.249706","2.113091","2.249621","-1.248149","-2.792059","3.746419","2.216243","-1.073705","-9.117009","1.417675","-6.746182","-13.401222","10.555033","-1.940095","10.369663","5.660822","-0.498549","2.295842","2.865707","-0.568545","3.516546","2.368294","1.807635","-3.206572","3.073238","-2.217943","3.932088","2.012546","0.768640","-0.152555","2.100840","1.777030","-0.104148","1.226542","3.077669","-2.997531","-2.429714","-1.142644","0.898298","1.288756","3.989182","0.218702","0.088469","-5.621685","8.585165","-0.730263","-1.077386","2.242651","1.403127","-1.152152","2.565421","0.016712","1.158516","0.996586","-2.840321","2.726967","-3.304566","4.490764","1.902908","-1.936340","-3.418988","-1.753207","2.548461","-0.572636","1.973831","2.149476","3.660959","1.972969","0.523055","0.247537","-0.614795","-1.820302","0.459640","1.763315","0.303107","1.586502","0.109073","2.505943","2.367378","0.783462","-0.323124","3.368569","-1.136260","0.832107","-0.387544","0.453131","1.257575","0.953967","-1.435257","-0.963234","-0.155251","-3.754688","0.508434","1.867436","1.503690","2.103242","3.121222","-0.138961","1.213254","-3.265306","-1.532312","4.217411","-2.540576","2.837730","0.349786","-6.071951","-1.191185","-6.292020","1.078674","1.615430","-3.198767","-1.587539","1.638432","-3.373302","-3.815457","8.329764","-0.039534","0.761321","-2.389363","-3.030912","-3.794319","-2.386853","-2.754319","-1.504143","-3.071515","6.272295","-0.419580","-5.500000","-4.654896","8.230453","-3.664017","4.317665","-1.083467","2.833961","4.322588","1.561234","1.228723","-2.007251","-5.126280","-3.419431","4.459270","-5.943978","-4.610161","-1.717140","2.191868","-3.599627","4.817490","3.144035","-4.933190","8.232415","-0.730477","1.395783","1.566640"
"AB Concentrated US Eq I GBP H","LU1011999759","North America","110216.070700","232.371000","109.262741","125.989483","-1.335056","5.106940","-0.456811","-5.673759","1.636444","-1.653612","1.858407","1.737619","0.042699","0.640205","2.629347","-0.702479","-0.124844","0.583333","1.657001","0.448248","-1.947262","-2.441043","1.823579","1.749271","-0.122800","0.983607","1.014610","-0.441945","0.403551","0.602894","1.638034","-0.668239","0.910170","0.862745","0.427683","-2.090592","-3.281930","-0.654129","-2.839506","3.642524","2.165917","-1.880000","-4.402772","4.733475","-4.926710","-0.428266","-7.569892","3.536529","2.337079","3.118138","3.109029","0.413052","2.015631","0.403226","3.253012","0.505640","0.503096","-2.233346","3.308389","-0.953107","2.193995","2.410546","0.698786","-0.657414","2.573529","-0.716846","-1.805054","-0.919118","-1.335807","-1.654757","5.047801","0.618857","2.351664","-0.000000","1.449275","0.174216","-0.208696","2.474730","-3.231293","-0.456942","-1.412429","-1.862464","1.788321","1.828612","0.598592","-0.630032","-1.197605","-0.534759","0.537634","0.962567","0.600282","0.842401","0.974591","1.620131","0.237449","1.556684","0.833056","0.165235","0.923788","0.621118","-0.552307","1.404770","2.867268","-0.814281","-2.462899","3.917125","1.806854","-1.652387","-10.858743","-0.383944","-8.549404","-18.735632","11.126827","-2.885023","14.373089","2.635600","-1.563082","4.385633","1.267657","-4.470672","5.054287","4.027085","5.001713","-6.329527","0.870777","-4.005525","4.892086","0.240055","2.805337","0.033278","0.166334","3.254733","0.482470","-0.480154","4.728208","-2.856265","-1.991780","0.741935","-1.280820","3.113850","3.271469","0.091380","0.273889","-5.705615","8.368201","2.138402","-0.523408","1.636948","0.719011","-1.741862","2.528335","-0.680272","1.541096","2.585722","-3.123288","1.442308","-2.509060","6.033743","2.022654","-0.951626","-1.974913","-0.353934","2.622951","-0.505857","1.632325","0.526593","3.116815","1.320803","1.052895","0.322501","-0.197824","-1.164519","-0.175483","0.878955","0.049788","0.870863","-1.233350","3.796204","2.213667","0.470810","-0.773196","2.502952","-0.506796","0.694605","0.459876","0.000000","0.869764","0.136147","-0.861092","-1.440000","0.463822","-2.954755","0.618459","1.914894","2.296451","0.521542","1.624182","0.621532","1.279506","-3.201917","-0.832583","3.857499","-1.594931","2.175844","1.021295","-3.635190","-2.031250","-4.875826","0.550898","0.547880","-2.724473","-2.118850","1.219209","-4.228122","-3.542094","7.450772","-0.297177","1.589667","-1.369193","-2.255825","-2.916561","-2.978056","-2.315563","-2.618523","-1.669969","6.649396","0.161943","-6.063056","-6.081469","7.116677","-3.307670","2.447656","-1.208981","3.496503","4.701577","0.860446","3.039190","-1.759379","-5.925731","-2.967525","4.904789","-6.353135","-5.491924","-3.138595","1.636189","-3.219697","3.946510","4.141826","-2.530883","8.098918","-1.258221","1.708659","1.281321"
"AB Concentrated US Eq I USD","LU1011999676","North America","110216.070700","232.371000","111.764719","101.720063","-1.287001","5.128205","-0.413394","-5.728518","1.717305","-1.688312","1.981506","1.813472","-0.000000","0.678541","2.653749","-0.656545","-0.082610","0.620091","1.684470","0.444444","-1.890587","-2.337023","1.847187","1.772465","-0.121507","1.013788","1.003613","-0.397456","0.438947","0.595948","1.698262","-0.660194","0.977326","0.890437","0.460476","-2.062643","-3.315133","-0.564744","-2.758621","3.629537","2.214171","-1.811737","-4.292018","4.652137","-4.885863","-0.294737","-7.432432","3.558394","2.378855","3.141136","3.212349","0.525465","2.131082","0.472441","3.252351","0.531309","0.566251","-2.177177","3.338450","-0.928333","2.248876","2.382698","0.751880","-0.639659","2.575107","-0.662483","-1.790102","-0.857756","-1.261716","-1.569916","5.081602","0.635369","2.385128","0.034258","1.472603","0.202497","-0.168407","2.429150","-3.096179","-0.441876","-1.365654","-1.869159","1.834215","1.905092","0.645819","-0.641675","-1.121686","-0.515641","0.621977","0.995879","0.646039","0.878378","1.004689","1.624668","0.293638","1.528953","0.865107","0.222363","0.950872","0.659341","-0.499064","1.410658","2.874807","-0.811298","-2.423508","3.942875","1.821983","-1.613376","-10.793083","-0.401070","-8.288591","-17.526528","11.401952","-3.026683","15.112936","2.675705","-1.563586","4.482880","1.250000","-4.404404","5.026178","4.021270","5.111821","-6.322188","0.908501","-3.890675","4.784209","0.255428","2.802548","0.030979","0.185816","3.369397","0.508373","-0.505802","4.784689","-2.853881","-1.880141","0.718563","-1.189061","3.068592","3.269119","0.113058","0.282326","-5.743243","8.542413","2.173913","-0.538648","1.678852","0.772304","-1.744186","2.582033","-0.734137","1.664025","2.546116","-3.090955","1.437908","-2.500000","6.053397","2.068794","-0.952381","-2.021696","-0.377453","2.652185","-0.516732","1.607717","0.584226","3.121975","1.361183","1.041908","0.343721","-0.159854","-1.189387","-0.185185","0.904453","0.045966","0.895934","-1.229508","3.757492","2.221729","0.456423","-0.757248","2.528886","-0.531576","0.726806","0.466893","0.000000","0.887199","0.125628","-0.857382","-1.434297","0.470790","-2.896699","0.614170","1.983867","2.308679","0.564145","1.558280","0.613748","1.240342","-3.153244","-0.871008","3.849372","-1.551168","2.209945","1.021021","-3.705906","-2.099197","-5.003153","0.553220","0.550176","-2.692055","-2.114260","1.194853","-4.132607","-3.410706","7.356547","-0.274098","1.580394","-1.352875","-2.262857","-2.829747","-2.864019","-2.180377","-2.558257","-1.689628","6.768905","0.148588","-6.008902","-5.866877","7.210732","-3.284672","2.398922","-1.158200","3.541944","4.835391","0.883219","3.137160","-1.697713","-5.684817","-2.873856","4.791830","-6.371814","-5.284227","-3.071288","1.773256","-3.084833","3.890363","4.283688","-2.502720","8.398437","-1.338481","1.747978","1.410256"
